Tahun,Bulan,Kode_Provinsi,Provinsi,Kode_Kabupaten_Kota,Kabupaten_Kota,CPPD_Ton
2026,Januari,11,Aceh,1105,Kab Aceh Barat,"12,83"
2026,Januari,11,Aceh,1112,Kab Aceh Barat Daya,"0,00"
2026,Januari,11,Aceh,1106,Kab Aceh Besar,"0,00"
2026,Januari,11,Aceh,1114,Kab Aceh Jaya,"76,00"
2026,Januari,11,Aceh,1101,Kab Aceh Selatan,"25,95"
2026,Januari,11,Aceh,1110,Kab Aceh Singkil,"0,00"
2026,Januari,11,Aceh,1116,Kab Aceh Tamiang,"21,75"
2026,Januari,11,Aceh,1104,Kab Aceh Tengah,"0,03"
2026,Januari,11,Aceh,1102,Kab Aceh Tenggara,"0,00"
2026,Januari,11,Aceh,1103,Kab Aceh Timur,"0,00"
2026,Januari,11,Aceh,1108,Kab Aceh Utara,"0,00"
2026,Januari,11,Aceh,1117,Kab Bener Meriah,"0,00"
2026,Januari,11,Aceh,1111,Kab Bireuen,"39,66"
2026,Januari,11,Aceh,1113,Kab Gayo Lues,"0,00"
2026,Januari,11,Aceh,1115,Kab Nagan Raya,"0,00"
2026,Januari,11,Aceh,1107,Kab Pidie,"0,00"
2026,Januari,11,Aceh,1118,Kab Pidie Jaya,"0,00"
2026,Januari,11,Aceh,1109,Kab Simeulue,"0,00"
2026,Januari,11,Aceh,1171,Kota Banda Aceh,"33,50"
2026,Januari,11,Aceh,1174,Kota Langsa,"0,00"
2026,Januari,11,Aceh,1173,Kota Lhokseumawe,"0,00"
2026,Januari,11,Aceh,1172,Kota Sabang,"0,00"
2026,Januari,11,Aceh,1175,Kota Subulussalam,"0,00"
2026,Januari,12,Sumatera Utara,1209,Kab Asahan,"10,00"
2026,Januari,12,Sumatera Utara,1219,Kab Batu Bara,"0,00"
2026,Januari,12,Sumatera Utara,1211,Kab Dairi,"0,00"
2026,Januari,12,Sumatera Utara,1207,Kab Deli Serdang,"17,87"
2026,Januari,12,Sumatera Utara,1216,Kab Humbang Hasundutan,"0,00"
2026,Januari,12,Sumatera Utara,1206,Kab Karo,"70,69"
2026,Januari,12,Sumatera Utara,1210,Kab Labuhanbatu,"0,00"
2026,Januari,12,Sumatera Utara,1222,Kab Labuhanbatu Selatan,"0,00"
2026,Januari,12,Sumatera Utara,1223,Kab Labuhanbatu Utara,"0,67"
2026,Januari,12,Sumatera Utara,1205,Kab Langkat,"0,00"
2026,Januari,12,Sumatera Utara,1213,Kab Mandailing Natal,"0,00"
2026,Januari,12,Sumatera Utara,1204,Kab Nias,"0,00"
2026,Januari,12,Sumatera Utara,1225,Kab Nias Barat,"0,00"
2026,Januari,12,Sumatera Utara,1214,Kab Nias Selatan,"0,00"
2026,Januari,12,Sumatera Utara,1224,Kab Nias Utara,"0,00"
2026,Januari,12,Sumatera Utara,1221,Kab Padang Lawas,"0,00"
2026,Januari,12,Sumatera Utara,1220,Kab Padang Lawas Utara,"8,89"
2026,Januari,12,Sumatera Utara,1215,Kab Pakpak Bharat,"0,00"
2026,Januari,12,Sumatera Utara,1217,Kab Samosir,"0,00"
2026,Januari,12,Sumatera Utara,1218,Kab Serdang Bedagai,"0,65"
2026,Januari,12,Sumatera Utara,1208,Kab Simalungun,"0,00"
2026,Januari,12,Sumatera Utara,1203,Kab Tapanuli Selatan,"0,32"
2026,Januari,12,Sumatera Utara,1201,Kab Tapanuli Tengah,"0,00"
2026,Januari,12,Sumatera Utara,1202,Kab Tapanuli Utara,"42,69"
2026,Januari,12,Sumatera Utara,1212,Kab Toba,"2,00"
2026,Januari,12,Sumatera Utara,1275,Kota Binjai,"1,98"
2026,Januari,12,Sumatera Utara,1278,Kota Gunungsitoli,"0,00"
2026,Januari,12,Sumatera Utara,1271,Kota Medan,"9,40"
2026,Januari,12,Sumatera Utara,1277,Kota Padangsidimpuan,"11,83"
2026,Januari,12,Sumatera Utara,1272,Kota Pematangsiantar,"0,00"
2026,Januari,12,Sumatera Utara,1273,Kota Sibolga,"0,00"
2026,Januari,12,Sumatera Utara,1274,Kota Tanjungbalai,"0,00"
2026,Januari,12,Sumatera Utara,1276,Kota Tebing Tinggi,"0,00"
2026,Januari,13,Sumatera Barat,1306,Kab Agam,"2,56"
2026,Januari,13,Sumatera Barat,1310,Kab Dharmasraya,"25,24"
2026,Januari,13,Sumatera Barat,1309,Kab Kepulauan Mentawai,"13,53"
2026,Januari,13,Sumatera Barat,1307,Kab Lima Puluh Kota,"89,97"
2026,Januari,13,Sumatera Barat,1305,Kab Padang Pariaman,"28,71"
2026,Januari,13,Sumatera Barat,1308,Kab Pasaman,"60,28"
2026,Januari,13,Sumatera Barat,1312,Kab Pasaman Barat,"12,68"
2026,Januari,13,Sumatera Barat,1301,Kab Pesisir Selatan,"0,00"
2026,Januari,13,Sumatera Barat,1303,Kab Sijunjung,"17,64"
2026,Januari,13,Sumatera Barat,1302,Kab Solok,"1,31"
2026,Januari,13,Sumatera Barat,1311,Kab Solok Selatan,"19,64"
2026,Januari,13,Sumatera Barat,1304,Kab Tanah Datar,"16,42"
2026,Januari,13,Sumatera Barat,1375,Kota Bukittinggi,"21,23"
2026,Januari,13,Sumatera Barat,1371,Kota Padang,"144,19"
2026,Januari,13,Sumatera Barat,1374,Kota Padang Panjang,"17,45"
2026,Januari,13,Sumatera Barat,1377,Kota Pariaman,"5,14"
2026,Januari,13,Sumatera Barat,1376,Kota Payakumbuh,"41,24"
2026,Januari,13,Sumatera Barat,1373,Kota Sawahlunto,"32,34"
2026,Januari,13,Sumatera Barat,1372,Kota Solok,"22,60"
2026,Januari,14,Riau,1403,Kab Bengkalis,"54,39"
2026,Januari,14,Riau,1404,Kab Indragiri Hilir,"0,36"
2026,Januari,14,Riau,1402,Kab Indragiri Hulu,"7,65"
2026,Januari,14,Riau,1401,Kab Kampar,"70,00"
2026,Januari,14,Riau,1410,Kab Kepulauan Meranti,"0,00"
2026,Januari,14,Riau,1409,Kab Kuantan Singingi,"0,00"
2026,Januari,14,Riau,1405,Kab Pelalawan,"6,06"
2026,Januari,14,Riau,1407,Kab Rokan Hilir,"0,00"
2026,Januari,14,Riau,1406,Kab Rokan Hulu,"3,13"
2026,Januari,14,Riau,1408,Kab Siak,"10,00"
2026,Januari,14,Riau,1472,Kota Dumai,"23,30"
2026,Januari,14,Riau,1471,Kota Pekanbaru,"11,27"
2026,Januari,15,Jambi,1504,Kab Batanghari,"26,21"
2026,Januari,15,Jambi,1508,Kab Bungo,"26,22"
2026,Januari,15,Jambi,1501,Kab Kerinci,"5,70"
2026,Januari,15,Jambi,1502,Kab Merangin,"2,66"
2026,Januari,15,Jambi,1505,Kab Muaro Jambi,"42,30"
2026,Januari,15,Jambi,1503,Kab Sarolangun,"80,92"
2026,Januari,15,Jambi,1506,Kab Tanjung Jabung Barat,"34,85"
2026,Januari,15,Jambi,1507,Kab Tanjung Jabung Timur,"31,44"
2026,Januari,15,Jambi,1509,Kab Tebo,"14,95"
2026,Januari,15,Jambi,1571,Kota Jambi,"42,53"
2026,Januari,15,Jambi,1572,Kota Sungai Penuh,"10,93"
2026,Januari,16,Sumatera Selatan,1607,Kab Banyuasin,"93,36"
2026,Januari,16,Sumatera Selatan,1611,Kab Empat Lawang,"25,33"
2026,Januari,16,Sumatera Selatan,1604,Kab Lahat,"13,86"
2026,Januari,16,Sumatera Selatan,1603,Kab Muara Enim,"213,70"
2026,Januari,16,Sumatera Selatan,1606,Kab Musi Banyuasin,"6,00"
2026,Januari,16,Sumatera Selatan,1605,Kab Musi Rawas,"78,15"
2026,Januari,16,Sumatera Selatan,1613,Kab Musi Rawas Utara,"20,00"
2026,Januari,16,Sumatera Selatan,1610,Kab Ogan Ilir,"0,00"
2026,Januari,16,Sumatera Selatan,1602,Kab Ogan Komering Ilir,"60,61"
2026,Januari,16,Sumatera Selatan,1601,Kab Ogan Komering Ulu,"12,90"
2026,Januari,16,Sumatera Selatan,1609,Kab Ogan Komering Ulu Selatan,"0,00"
2026,Januari,16,Sumatera Selatan,1608,Kab Ogan Komering Ulu Timur,"49,73"
2026,Januari,16,Sumatera Selatan,1612,Kab Penukal Abab Lematang Ilir,"75,00"
2026,Januari,16,Sumatera Selatan,1673,Kota Lubuk Linggau,"18,99"
2026,Januari,16,Sumatera Selatan,1672,Kota Pagaralam,"64,34"
2026,Januari,16,Sumatera Selatan,1671,Kota Palembang,"22,34"
2026,Januari,16,Sumatera Selatan,1674,Kota Prabumulih,"10,95"
2026,Januari,17,Bengkulu,1701,Kab Bengkulu Selatan,"26,80"
2026,Januari,17,Bengkulu,1709,Kab Bengkulu Tengah,"10,88"
2026,Januari,17,Bengkulu,1703,Kab Bengkulu Utara,"1,00"
2026,Januari,17,Bengkulu,1704,Kab Kaur,"1,38"
2026,Januari,17,Bengkulu,1708,Kab Kepahiang,"1,24"
2026,Januari,17,Bengkulu,1707,Kab Lebong,"10,53"
2026,Januari,17,Bengkulu,1706,Kab Mukomuko,"11,48"
2026,Januari,17,Bengkulu,1702,Kab Rejang Lebong,"41,99"
2026,Januari,17,Bengkulu,1705,Kab Seluma,"21,03"
2026,Januari,17,Bengkulu,1771,Kota Bengkulu,"0,00"
2026,Januari,18,Lampung,1804,Kab Lampung Barat,"50,58"
2026,Januari,18,Lampung,1801,Kab Lampung Selatan,"122,03"
2026,Januari,18,Lampung,1802,Kab Lampung Tengah,"44,21"
2026,Januari,18,Lampung,1807,Kab Lampung Timur,"15,89"
2026,Januari,18,Lampung,1803,Kab Lampung Utara,"2,94"
2026,Januari,18,Lampung,1811,Kab Mesuji,"4,78"
2026,Januari,18,Lampung,1809,Kab Pesawaran,"21,59"
2026,Januari,18,Lampung,1813,Kab Pesisir Barat,"29,44"
2026,Januari,18,Lampung,1810,Kab Pringsewu,"66,57"
2026,Januari,18,Lampung,1806,Kab Tanggamus,"15,72"
2026,Januari,18,Lampung,1805,Kab Tulang Bawang,"0,33"
2026,Januari,18,Lampung,1812,Kab Tulang Bawang Barat,"23,98"
2026,Januari,18,Lampung,1808,Kab Way Kanan,"91,45"
2026,Januari,18,Lampung,1871,Kota Bandar Lampung,"47,50"
2026,Januari,18,Lampung,1872,Kota Metro,"51,28"
2026,Januari,19,Bangka Belitung,1901,Kab Bangka,"29,15"
2026,Januari,19,Bangka Belitung,1905,Kab Bangka Barat,"14,52"
2026,Januari,19,Bangka Belitung,1903,Kab Bangka Selatan,"16,38"
2026,Januari,19,Bangka Belitung,1904,Kab Bangka Tengah,"61,94"
2026,Januari,19,Bangka Belitung,1902,Kab Belitung,"22,85"
2026,Januari,19,Bangka Belitung,1906,Kab Belitung Timur,"35,45"
2026,Januari,19,Bangka Belitung,1971,Kota Pangkalpinang,"18,28"
2026,Januari,21,Kepulauan Riau,2101,Kab Bintan,"24,72"
2026,Januari,21,Kepulauan Riau,2102,Kab Karimun,"5,80"
2026,Januari,21,Kepulauan Riau,2105,Kab Kepulauan Anambas,"12,53"
2026,Januari,21,Kepulauan Riau,2104,Kab Lingga,"2,97"
2026,Januari,21,Kepulauan Riau,2103,Kab Natuna,"18,72"
2026,Januari,21,Kepulauan Riau,2171,Kota Batam,"35,59"
2026,Januari,21,Kepulauan Riau,2172,Kota Tanjungpinang,"11,92"
2026,Januari,32,Jawa Barat,3204,Kab Bandung,"422,08"
2026,Januari,32,Jawa Barat,3217,Kab Bandung Barat,"84,65"
2026,Januari,32,Jawa Barat,3216,Kab Bekasi,"49,30"
2026,Januari,32,Jawa Barat,3201,Kab Bogor,"527,13"
2026,Januari,32,Jawa Barat,3207,Kab Ciamis,"20,98"
2026,Januari,32,Jawa Barat,3203,Kab Cianjur,"20,92"
2026,Januari,32,Jawa Barat,3209,Kab Cirebon,"181,87"
2026,Januari,32,Jawa Barat,3205,Kab Garut,"386,89"
2026,Januari,32,Jawa Barat,3212,Kab Indramayu,"105,24"
2026,Januari,32,Jawa Barat,3215,Kab Karawang,"162,47"
2026,Januari,32,Jawa Barat,3208,Kab Kuningan,"1,73"
2026,Januari,32,Jawa Barat,3210,Kab Majalengka,"16,05"
2026,Januari,32,Jawa Barat,3218,Kab Pangandaran,"39,42"
2026,Januari,32,Jawa Barat,3214,Kab Purwakarta,"12,87"
2026,Januari,32,Jawa Barat,3213,Kab Subang,"132,26"
2026,Januari,32,Jawa Barat,3202,Kab Sukabumi,"0,18"
2026,Januari,32,Jawa Barat,3211,Kab Sumedang,"127,69"
2026,Januari,32,Jawa Barat,3206,Kab Tasikmalaya,"53,31"
2026,Januari,32,Jawa Barat,3273,Kota Bandung,"267,27"
2026,Januari,32,Jawa Barat,3279,Kota Banjar,"55,84"
2026,Januari,32,Jawa Barat,3275,Kota Bekasi,"11,35"
2026,Januari,32,Jawa Barat,3271,Kota Bogor,"0,00"
2026,Januari,32,Jawa Barat,3277,Kota Cimahi,"50,26"
2026,Januari,32,Jawa Barat,3274,Kota Cirebon,"51,59"
2026,Januari,32,Jawa Barat,3276,Kota Depok,"37,05"
2026,Januari,32,Jawa Barat,3272,Kota Sukabumi,"68,12"
2026,Januari,32,Jawa Barat,3278,Kota Tasikmalaya,"71,95"
2026,Januari,33,Jawa Tengah,3304,Kab Banjarnegara,"4,84"
2026,Januari,33,Jawa Tengah,3302,Kab Banyumas,"70,00"
2026,Januari,33,Jawa Tengah,3325,Kab Batang,"29,51"
2026,Januari,33,Jawa Tengah,3316,Kab Blora,"0,98"
2026,Januari,33,Jawa Tengah,3309,Kab Boyolali,"27,93"
2026,Januari,33,Jawa Tengah,3329,Kab Brebes,"67,00"
2026,Januari,33,Jawa Tengah,3301,Kab Cilacap,"15,71"
2026,Januari,33,Jawa Tengah,3321,Kab Demak,"18,20"
2026,Januari,33,Jawa Tengah,3315,Kab Grobogan,"33,37"
2026,Januari,33,Jawa Tengah,3320,Kab Jepara,"49,94"
2026,Januari,33,Jawa Tengah,3313,Kab Karanganyar,"15,13"
2026,Januari,33,Jawa Tengah,3305,Kab Kebumen,"19,18"
2026,Januari,33,Jawa Tengah,3324,Kab Kendal,"29,68"
2026,Januari,33,Jawa Tengah,3310,Kab Klaten,"27,22"
2026,Januari,33,Jawa Tengah,3319,Kab Kudus,"0,00"
2026,Januari,33,Jawa Tengah,3308,Kab Magelang,"39,93"
2026,Januari,33,Jawa Tengah,3318,Kab Pati,"58,43"
2026,Januari,33,Jawa Tengah,3326,Kab Pekalongan,"0,32"
2026,Januari,33,Jawa Tengah,3327,Kab Pemalang,"32,24"
2026,Januari,33,Jawa Tengah,3303,Kab Purbalingga,"28,44"
2026,Januari,33,Jawa Tengah,3306,Kab Purworejo,"0,00"
2026,Januari,33,Jawa Tengah,3317,Kab Rembang,"11,07"
2026,Januari,33,Jawa Tengah,3322,Kab Semarang,"0,00"
2026,Januari,33,Jawa Tengah,3314,Kab Sragen,"10,35"
2026,Januari,33,Jawa Tengah,3311,Kab Sukoharjo,"0,00"
2026,Januari,33,Jawa Tengah,3328,Kab Tegal,"18,11"
2026,Januari,33,Jawa Tengah,3323,Kab Temanggung,"0,00"
2026,Januari,33,Jawa Tengah,3312,Kab Wonogiri,"7,13"
2026,Januari,33,Jawa Tengah,3307,Kab Wonosobo,"9,68"
2026,Januari,33,Jawa Tengah,3371,Kota Magelang,"18,93"
2026,Januari,33,Jawa Tengah,3375,Kota Pekalongan,"12,00"
2026,Januari,33,Jawa Tengah,3373,Kota Salatiga,"53,00"
2026,Januari,33,Jawa Tengah,3374,Kota Semarang,"34,65"
2026,Januari,33,Jawa Tengah,3372,Kota Surakarta,"1,89"
2026,Januari,33,Jawa Tengah,3376,Kota Tegal,"0,00"
2026,Januari,34,DI Yogyakarta,3402,Kab Bantul,"57,86"
2026,Januari,34,DI Yogyakarta,3403,Kab Gunungkidul,"58,53"
2026,Januari,34,DI Yogyakarta,3401,Kab Kulon Progo,"41,25"
2026,Januari,34,DI Yogyakarta,3404,Kab Sleman,"157,83"
2026,Januari,34,DI Yogyakarta,3471,Kota Yogyakarta,"65,05"
2026,Januari,35,Jawa Timur,3526,Kab Bangkalan,"0,00"
2026,Januari,35,Jawa Timur,3510,Kab Banyuwangi,"0,00"
2026,Januari,35,Jawa Timur,3505,Kab Blitar,"20,18"
2026,Januari,35,Jawa Timur,3522,Kab Bojonegoro,"0,00"
2026,Januari,35,Jawa Timur,3511,Kab Bondowoso,"0,00"
2026,Januari,35,Jawa Timur,3525,Kab Gresik,"0,00"
2026,Januari,35,Jawa Timur,3509,Kab Jember,"0,00"
2026,Januari,35,Jawa Timur,3517,Kab Jombang,"134,68"
2026,Januari,35,Jawa Timur,3506,Kab Kediri,"0,00"
2026,Januari,35,Jawa Timur,3524,Kab Lamongan,"1,88"
2026,Januari,35,Jawa Timur,3508,Kab Lumajang,"0,00"
2026,Januari,35,Jawa Timur,3519,Kab Madiun,"48,75"
2026,Januari,35,Jawa Timur,3520,Kab Magetan,"56,92"
2026,Januari,35,Jawa Timur,3507,Kab Malang,"8,72"
2026,Januari,35,Jawa Timur,3516,Kab Mojokerto,"135,02"
2026,Januari,35,Jawa Timur,3518,Kab Nganjuk,"0,00"
2026,Januari,35,Jawa Timur,3521,Kab Ngawi,"3,49"
2026,Januari,35,Jawa Timur,3501,Kab Pacitan,"17,51"
2026,Januari,35,Jawa Timur,3528,Kab Pamekasan,"0,00"
2026,Januari,35,Jawa Timur,3514,Kab Pasuruan,"0,00"
2026,Januari,35,Jawa Timur,3502,Kab Ponorogo,"0,00"
2026,Januari,35,Jawa Timur,3513,Kab Probolinggo,"0,00"
2026,Januari,35,Jawa Timur,3527,Kab Sampang,"0,00"
2026,Januari,35,Jawa Timur,3515,Kab Sidoarjo,"0,00"
2026,Januari,35,Jawa Timur,3512,Kab Situbondo,"0,00"
2026,Januari,35,Jawa Timur,3529,Kab Sumenep,"0,00"
2026,Januari,35,Jawa Timur,3503,Kab Trenggalek,"100,12"
2026,Januari,35,Jawa Timur,3523,Kab Tuban,"0,00"
2026,Januari,35,Jawa Timur,3504,Kab Tulungagung,"60,47"
2026,Januari,35,Jawa Timur,3579,Kota Batu,"27,89"
2026,Januari,35,Jawa Timur,3572,Kota Blitar,"0,00"
2026,Januari,35,Jawa Timur,3571,Kota Kediri,"0,00"
2026,Januari,35,Jawa Timur,3577,Kota Madiun,"0,00"
2026,Januari,35,Jawa Timur,3573,Kota Malang,"0,00"
2026,Januari,35,Jawa Timur,3576,Kota Mojokerto,"17,06"
2026,Januari,35,Jawa Timur,3575,Kota Pasuruan,"0,00"
2026,Januari,35,Jawa Timur,3574,Kota Probolinggo,"0,00"
2026,Januari,35,Jawa Timur,3578,Kota Surabaya,"0,00"
2026,Januari,36,Banten,3602,Kab Lebak,"106,04"
2026,Januari,36,Banten,3601,Kab Pandeglang,"13,60"
2026,Januari,36,Banten,3604,Kab Serang,"408,14"
2026,Januari,36,Banten,3603,Kab Tangerang,"391,70"
2026,Januari,36,Banten,3672,Kota Cilegon,"118,23"
2026,Januari,36,Banten,3673,Kota Serang,"110,92"
2026,Januari,36,Banten,3671,Kota Tangerang,"629,46"
2026,Januari,36,Banten,3674,Kota Tangerang Selatan,"229,16"
2026,Januari,52,Nusa Tenggara Barat,5206,Kab Bima,"7,72"
2026,Januari,52,Nusa Tenggara Barat,5205,Kab Dompu,"5,55"
2026,Januari,52,Nusa Tenggara Barat,5201,Kab Lombok Barat,"68,82"
2026,Januari,52,Nusa Tenggara Barat,5202,Kab Lombok Tengah,"75,46"
2026,Januari,52,Nusa Tenggara Barat,5203,Kab Lombok Timur,"23,53"
2026,Januari,52,Nusa Tenggara Barat,5208,Kab Lombok Utara,"9,98"
2026,Januari,52,Nusa Tenggara Barat,5204,Kab Sumbawa,"10,17"
2026,Januari,52,Nusa Tenggara Barat,5207,Kab Sumbawa Barat,"28,92"
2026,Januari,52,Nusa Tenggara Barat,5272,Kota Bima,"15,00"
2026,Januari,52,Nusa Tenggara Barat,5271,Kota Mataram,"20,00"
2026,Januari,53,Nusa Tenggara Timur,5305,Kab Alor,"3,35"
2026,Januari,53,Nusa Tenggara Timur,5304,Kab Belu,"0,00"
2026,Januari,53,Nusa Tenggara Timur,5321,Kab Malaka,"0,00"
2026,Januari,53,Nusa Tenggara Timur,5308,Kab Ende,"0,00"
2026,Januari,53,Nusa Tenggara Timur,5306,Kab Flores Timur,"0,00"
2026,Januari,53,Nusa Tenggara Timur,5301,Kab Kupang,"0,00"
2026,Januari,53,Nusa Tenggara Timur,5313,Kab Lembata,"0,00"
2026,Januari,53,Nusa Tenggara Timur,5321,Kab Malaka,"0,00"
2026,Januari,53,Nusa Tenggara Timur,5310,Kab Manggarai,"0,00"
2026,Januari,53,Nusa Tenggara Timur,5315,Kab Manggarai Barat,"37,55"
2026,Januari,53,Nusa Tenggara Timur,5319,Kab Manggarai Timur,"0,00"
2026,Januari,53,Nusa Tenggara Timur,5316,Kab Nagekeo,"0,00"
2026,Januari,53,Nusa Tenggara Timur,5314,Kab Rote Ndao,"0,00"
2026,Januari,53,Nusa Tenggara Timur,5320,Kab Sabu Raijua,"0,00"
2026,Januari,53,Nusa Tenggara Timur,5307,Kab Sikka,"0,00"
2026,Januari,53,Nusa Tenggara Timur,5312,Kab Sumba Barat,"0,00"
2026,Januari,53,Nusa Tenggara Timur,5318,Kab Sumba Barat Daya,"0,00"
2026,Januari,53,Nusa Tenggara Timur,5317,Kab Sumba Tengah,"0,00"
2026,Januari,53,Nusa Tenggara Timur,5311,Kab Sumba Timur,"12,20"
2026,Januari,53,Nusa Tenggara Timur,5302,Kab Timor Tengah Selatan,"4,05"
2026,Januari,53,Nusa Tenggara Timur,5303,Kab Timor Tengah Utara,"0,00"
2026,Januari,53,Nusa Tenggara Timur,5371,Kota Kupang,"0,00"
2026,Januari,61,Kalimantan Barat,6107,Kab Bengkayang,"3,77"
